answer_type,call_bucket,call_count,depth,distractor_count,distractor_hardness,generation_cell,graph_template_id,motif,offered_tool_count,paraphrase_status,reference_density,sample_id,semantic_program_family,source,target_failure_mode,target_skill,topology_hash,track
float,4,4,3,4,0.0,,,fan_in,8,na,0.375,73d62322-04e8-4039-866f-787dc05fda19,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,746c4d4f-e28a-483b-a0d7-b63e766dc071,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,76446ae7-0565-4df5-bff6-bddcaf386d0f,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,766a4d29-1adf-4c1b-ae0b-bda50257dfb3,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,13,6,0,0.0,,,fan_in,10,na,0.461538,767452b7-f09a-4ccc-ab2d-674c207f7a5e,,diagnostic,,,topo_c373e6561341,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,77a1ae43-b83e-4a6c-81a6-fa95a2cc6d1a,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
str,3,3,2,11,0.0,,,mixed,14,na,0.083333,77bb5969-f300-4f68-99d4-179bcd9ba304,,diagnostic,,,topo_5c49d2fff8bb,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,79548961-64d6-432c-aac2-5846fd124032,,diagnostic,,,topo_7279e5f4b24a,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,79f31629-56a4-4e40-8a4d-c1619abcda9b,,diagnostic,,,topo_911586a55488,diagnostic
float,5,5,4,6,0.0,,,fan_in,11,na,0.4,7a8717da-4b2a-4cc4-86a8-c03bfeab7c6c,,diagnostic,,,topo_774030263969,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,7b7f782d-2389-49ad-b393-3367a22a8bcd,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,2,2,2,9,0.0,,,linear,11,na,0.25,7baf91da-a05b-42ae-b79f-6b0b5ef45fb7,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,7bdd0e4f-6c99-4f49-b9e8-2afc9546891b,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,7d0d1b23-f8ba-474b-84fd-e78eaaf967e2,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,6,4,4,0.0,,,fan_in,10,na,0.416667,7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,,diagnostic,,,topo_37f1fc553f96,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,7f38a354-d596-4f17-b24b-028e4c29b99b,,diagnostic,,,topo_774030263969,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,7f651bd9-4bf0-42ee-9102-106f475f86ed,,diagnostic,,,topo_911586a55488,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,800b2e64-e7fb-43b5-a258-9e19828e1db1,,diagnostic,,,topo_5296967693d8,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,80906cae-8547-47ad-863b-9db070fd41ae,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
str,3,3,3,15,0.0055,,,linear,18,na,0.666667,8298a332-f803-4f19-97d3-b0b12607538f,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,17,0.0,,,linear,19,na,0.2,837f59f5-0d19-4246-993f-061525bd8d67,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,10,6,0,0.0,,,fan_in,9,na,0.45,83e87247-0e5d-4f60-a88f-8aa6069ce66c,,diagnostic,,,topo_c48b6a5162a2,diagnostic
float,4,4,3,4,0.0,,,fan_in,8,na,0.428571,844ce8e2-be74-4db0-8541-132f5bebeb1b,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
list,2,2,2,14,0.0571,,,linear,16,na,0.090909,84d4c1eb-d7c3-40c2-abda-780dded290ee,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,6,6,1,0.0,,,linear,7,na,0.416667,856f6b32-e3a3-42e7-adad-f6b3802a6772,,diagnostic,,,topo_02b29308ce2b,diagnostic
float,2,2,2,6,0.0,,,linear,8,na,0.25,85deb9a0-ca7b-440c-a975-553cc92ff009,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,85ee192d-9b18-47b8-8f8f-e99639042c19,,diagnostic,,,topo_52c12a6fa235,diagnostic
list,2,2,2,12,0.0,,,linear,14,na,0.166667,87282615-28ca-4fe6-bfd8-dc80f913307a,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,13,7,0,0.0,,,fan_in,10,na,0.5,87481cd4-e4d1-4eb7-ad02-0c29677ddb8c,,diagnostic,,,topo_2bf14060bc2a,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,88659452-fa94-4511-b6c2-f44d1d792cfe,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,887b6d7e-5fb5-4523-9b28-f7ab29cf7636,,diagnostic,,,topo_7279e5f4b24a,diagnostic
str,3,3,2,12,0.08,,,fan_in,15,na,0.25,88b88263-a647-4da2-9c9a-329970a6aa3a,,diagnostic,,,topo_911586a55488,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,8917020a-8354-4100-8b7a-6c06c6428b57,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,894ae2ce-c653-4e07-9bc9-296ea3f12aef,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,8954bf4e-0de5-4497-8b91-09e6e039d6b6,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,8a74c126-ba35-450d-a992-1b2f69197bf4,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,18,6,0,0.0,,,fan_in,10,na,0.472222,8ab9d4d5-0011-4e49-85cb-ee24f852f350,,diagnostic,,,topo_a4503152b38a,diagnostic
float,6+,7,5,4,0.0194,,,fan_in,11,na,0.545455,8abb3f96-fd86-4948-b034-3a404caaf078,,diagnostic,,,topo_9a499ee71ea4,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,8b135424-72ba-47d7-818e-5d13b21334db,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,6,4,3,0.0,,,fan_in,9,na,0.416667,8b3a28e9-ba64-44cd-bfe2-d7094471b5d7,,diagnostic,,,topo_f5466e583fca,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,8b77968f-aa3b-443c-a226-7a628b611fb1,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,8d50fe89-d76a-4b2d-8e61-b805e25170a5,,diagnostic,,,topo_17d840e0415f,diagnostic
float,5,5,5,4,0.0,,,linear,9,na,0.4,8d963cd2-0004-45db-9312-d295f0367c1c,,diagnostic,,,topo_d228dd6db98a,diagnostic
bool,2,2,2,16,0.0073,,,linear,18,na,0.5,8de7580b-2f9f-4516-a3bd-4b5933ca1e2e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,8ee1d3b2-4632-4455-b3b1-7a165383c55b,,diagnostic,,,topo_774030263969,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,8f239e7b-b2e5-4165-8b67-9103c60d155b,,diagnostic,,,topo_17d840e0415f,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,8f5235bc-6703-4af2-a441-ec906357889e,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,9169ba71-aeda-4b8f-99a4-c5772cf2efb8,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,10,5,0,0.0,,,fan_in,9,na,0.45,916b2049-ac2d-4d32-b022-e9182f258024,,diagnostic,,,topo_b08dfd9f1e9d,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,92366bd5-f065-4719-91a2-c44123746ce6,,diagnostic,,,topo_5b37b75596d2,diagnostic
str,2,2,2,16,0.0044,,,linear,18,na,0.166667,925e5a42-be49-45d0-ae48-9f76fbe1a0a2,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,927a732c-c4df-4035-830a-e635368d29d7,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,8,0.0,,,linear,11,na,0.333333,92b6a1d2-d0d7-4915-a3ea-9361f588979a,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,9305c8b4-aa65-4648-9332-329619fbbb48,,diagnostic,,,topo_30980484d6d7,diagnostic
bool,2,2,2,17,0.0051,,,linear,19,na,0.166667,93a99349-900a-4d49-8964-8e944e49ff25,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,93d702d6-5124-4500-a02f-78d32c9c26c4,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,6,5,4,0.0,,,fan_in,10,na,0.416667,93dcf0b5-0d95-4bc6-be39-0eb316ee8721,,diagnostic,,,topo_274cced67f83,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,95ba5a83-de0c-4ec2-a53c-05c00643cb34,,diagnostic,,,topo_6011a58939eb,diagnostic
float,4,4,4,7,0.0,,,linear,11,na,0.375,96b0ed5c-cf47-4b92-9cf5-0d69f7a864a9,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,9855f520-4ad7-4658-85fc-b66003e186bb,,diagnostic,,,topo_774030263969,diagnostic
str,2,2,2,12,0.0131,,,linear,14,na,0.5,98780c7e-93fa-496c-b2a4-5ed84b9cd8ee,,diagnostic,,,topo_fdeb50f24873,diagnostic
list,2,2,2,16,0.0,,,linear,18,na,0.111111,98cad833-bb80-4583-9158-b9d1984eec6e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,9,7,1,0.0,,,fan_in,10,na,0.444444,99501e17-529b-42b7-ae83-e98b576c8019,,diagnostic,,,topo_53d4d124e14a,diagnostic
float,2,2,2,11,0.0,,,linear,13,na,0.333333,9a10a5a0-8ece-4a88-be4b-8d88099d5266,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,13,5,0,0.0,,,fan_in,10,na,0.461538,9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,,diagnostic,,,topo_2c3eca3d7e46,diagnostic
int,3,3,3,11,0.0117,,,linear,14,na,0.166667,9a752e1c-dffb-4c71-84d5-687970836ce7,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,9adb7a75-2ecb-406d-8a46-542b79eb6e32,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,9bb69164-80c4-4c4e-a9d2-fa3fa8bee4e3,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,13,5,0,0.0,,,fan_in,10,na,0.461538,9c4c6a80-d210-46e3-bb30-8ab2ca8e8f3a,,diagnostic,,,topo_41ec797c710c,diagnostic
float,6+,14,7,0,0.0,,,fan_in,9,na,0.464286,9cbda69c-2a36-4f07-87cb-e0fa23cebf60,,diagnostic,,,topo_5391d564a99d,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,9d6d1fcc-912d-4543-ba01-900bc1bc60d2,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.428571,9e473074-b414-4c07-9d2b-8d2512055475,,diagnostic,,,topo_5296967693d8,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,9ecefde1-85a5-4e50-948e-ee9c2bbf414f,,diagnostic,,,topo_30980484d6d7,diagnostic
float,6+,9,6,1,0.0,,,fan_in,10,na,0.444444,9ee13b1f-14b3-4e54-b629-7a77a03e4262,,diagnostic,,,topo_0d3a7c5d1144,diagnostic
float,6+,7,5,2,0.0,,,fan_in,9,na,0.428571,9f02bfaf-4adb-40b5-837c-aac1bc3fac30,,diagnostic,,,topo_619388d6c582,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,a1d8cfc2-84b1-49dd-8ddc-6b51b110038a,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,a2172da9-3fb2-4aca-b2d5-20a4579d2266,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,a30048e8-000d-4e5a-addc-0e6c6e5c6fb8,,diagnostic,,,topo_774030263969,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,a330bb9e-a3eb-456a-87c3-63caf6822fad,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,a44c74fd-b0bf-4f35-a8f0-b0a888135fee,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,5,6,0.0,,,linear,11,na,0.444444,a5446ce3-edec-4898-b802-cc9b4c5864b6,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,a5562121-119c-4737-adbe-0ce66cab3f20,,diagnostic,,,topo_5296967693d8,diagnostic
int,2,2,2,11,0.0,,,linear,13,na,0.25,a58be90a-b73e-4d45-a4e2-2ba9db73e912,,diagnostic,,,topo_fdeb50f24873,diagnostic
list,2,2,2,12,0.0,,,linear,14,na,0.1,a7d0c985-3d04-47c8-a063-8276616af274,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,a7f3e2d8-d639-488d-97c5-2e51f42ad83e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,a845fa23-f94d-436b-b550-86cb6f3da886,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,11,6,0,0.0,,,fan_in,9,na,0.454545,a90adb78-71aa-4125-b7c4-6151ed659a80,,diagnostic,,,topo_b66425026a59,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,aa1ea1ba-bf16-4e55-a707-c3a3aa6ab0d6,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,6,5,4,0.0,,,fan_in,10,na,0.416667,aa8adc5d-1f45-46ca-9c85-3819910c0296,,diagnostic,,,topo_864e6cf733bb,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,aaece8ba-0384-4d94-a479-fe00d0eb94e0,,diagnostic,,,topo_2b041b861492,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,abb922e2-ecb4-444d-8602-41700a00639b,,diagnostic,,,topo_5296967693d8,diagnostic
float,6+,8,5,2,0.0,,,fan_in,10,na,0.4375,ac43d21d-8330-4f5d-9a90-85756af20656,,diagnostic,,,topo_f371c45e3895,diagnostic
float,6+,6,4,5,0.0,,,fan_in,11,na,0.5,ac7f18f4-b4e7-424c-bb4e-b81a8a7e507c,,diagnostic,,,topo_5cf1a13edea8,diagnostic
float,6+,7,5,2,0.0,,,fan_in,9,na,0.428571,ac7ff9ba-5f9b-45db-ac99-a27751c32a2f,,diagnostic,,,topo_ae6ad51c2944,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,aca13c04-25c4-452c-8ce5-f9ac7668a980,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,acb996d1-a48e-47b8-b370-8cf14d0db3a7,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,ace2a45d-4588-4ddc-bfe9-f98c2cff0427,,diagnostic,,,topo_911586a55488,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,ad9fe842-7db1-4922-a922-d011caecdb6f,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,15,0.0124,,,linear,17,na,0.166667,ae2442dc-f285-4963-a108-fef08dffe49a,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,11,5,0,0.0,,,fan_in,10,na,0.454545,ae7cc681-a44c-4143-8bf2-a2a9680acf0d,,diagnostic,,,topo_7a3a64b95a12,diagnostic
float,6+,7,6,2,0.0,,,fan_in,9,na,0.428571,aed65d8f-b112-4cd6-ab82-07ae242a8947,,diagnostic,,,topo_1419cc3c6547,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,af2e5ab1-979e-48ac-af4f-d35487975b62,,diagnostic,,,topo_17d840e0415f,diagnostic
float,3,3,3,5,0.0,,,linear,8,na,0.333333,b0062a20-23f1-4af6-bdf3-6441af3aacca,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,17,0.0165,,,linear,19,na,0.25,b0643ded-c098-4051-958b-db37c7b2aa00,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,b0ec8b50-3b10-47e9-a151-fe2085d45c5d,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,b169f0ea-3a25-4627-9795-9d390379e73f,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,6+,7,6,1,0.0,,,fan_in,8,na,0.428571,b1706900-e187-49c5-ace6-8cbfc5fbd566,,diagnostic,,,topo_1419cc3c6547,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,b170ed97-4af8-4589-8a83-7509c597837c,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,6,6,4,0.0,,,linear,10,na,0.416667,b174255f-9249-4dc5-a214-1bfed5112330,,diagnostic,,,topo_02b29308ce2b,diagnostic
float,5,5,5,4,0.0,,,linear,9,na,0.4,b17fe079-7816-4882-98fd-ba692caae2e3,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,b19cf53c-de8d-45ec-a1f1-812364690f45,,diagnostic,,,topo_17d840e0415f,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,b2861b15-913e-4b89-a37e-16a3468170a6,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,5,0.0,,,linear,8,na,0.333333,b33d1976-3a2d-46a9-bf8b-2c72336683eb,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,6,5,4,0.0,,,fan_in,10,na,0.416667,b370d25b-a241-486b-9630-7dbd523312c2,,diagnostic,,,topo_053156353fa9,diagnostic
float,5,5,5,5,0.0,,,linear,10,na,0.4,b39c0196-4991-47b9-b5b4-18d53615fd00,,diagnostic,,,topo_d228dd6db98a,diagnostic
str,2,2,2,11,0.0106,,,linear,13,na,0.5,b3bc6c17-de42-43cf-8c68-4c0f8b5465f2,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.444444,b3e268c9-2465-41d5-ba04-adfe860d791f,,diagnostic,,,topo_7279e5f4b24a,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,b3ec3724-bfb1-40be-b92e-9e28cabf8a68,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,10,5,0,0.0,,,fan_in,10,na,0.45,b4bb577d-08f8-4f80-9502-1a65c664048a,,diagnostic,,,topo_57e4cb13eb3f,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,b5e08c7a-e09e-4302-a09d-be4395a38a3e,,diagnostic,,,topo_30980484d6d7,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,b6014609-5bd3-4f6a-8f09-1df7d9477c98,,diagnostic,,,topo_6011a58939eb,diagnostic
float,3,3,3,8,0.0,,,linear,11,na,0.333333,b7a49346-8333-4c96-9ed8-9dca8f299089,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,5,5,3,3,0.0,,,fan_in,8,na,0.4,b840daf0-a3b9-4324-a06f-03c6b44595f4,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,b89b5c12-ccc2-4109-bc87-24857dd99e40,,diagnostic,,,topo_fdeb50f24873,diagnostic
str,2,2,2,17,0.0141,,,linear,19,na,0.5,b930b196-c49a-4b90-9772-7b9b22f5d83a,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,bc894a80-53b4-4831-a5c6-cf982a369283,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,bef72027-79fd-4e32-8407-b6fab9c37847,,diagnostic,,,topo_5296967693d8,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,bf63e869-1ed2-4bd3-9f1a-bfd48e7084db,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,bff28333-e7e5-483f-ae1b-2ad95bedc37d,,diagnostic,,,topo_30980484d6d7,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,c034b3cd-f436-40e6-9aea-87b2e1f363f3,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,4,4,0.0,,,linear,8,na,0.375,c0aa6d66-e540-49d5-b7ef-89d6e5fd57df,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,c0d6a53d-874b-48fd-b352-d21a35f2ab58,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,6+,6,4,3,0.0,,,fan_in,9,na,0.416667,c2145e21-7a24-4dbb-a9b1-c8948147f0d9,,diagnostic,,,topo_5cf1a13edea8,diagnostic
float,4,4,4,4,0.0,,,linear,8,na,0.375,c28f3807-67fa-4513-8fdc-7802409d49d9,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,c35dfbfd-76ae-45d3-a7b2-7a46c10936df,,diagnostic,,,topo_17d840e0415f,diagnostic
float,2,2,2,9,0.0,,,linear,11,na,0.333333,c38329a3-eaab-4596-9096-47e80ad97843,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,7,5,3,0.0,,,fan_in,10,na,0.428571,c3a4c2c9-0453-4b32-a1b1-440de236f8ce,,diagnostic,,,topo_619388d6c582,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,c48c671c-3759-4d22-9625-a53f947af6a4,,diagnostic,,,topo_5296967693d8,diagnostic
int,2,2,2,17,0.0203,,,linear,19,na,0.333333,c4cd0862-234b-459c-805c-14099acf49d8,,diagnostic,,,topo_fdeb50f24873,diagnostic
list,2,2,2,11,0.0117,,,linear,13,na,0.5,c549eed3-2aa2-4baf-ace6-9a250dbf4924,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,c5f39bd0-95b9-4db8-b487-739ff47c120c,,diagnostic,,,topo_5296967693d8,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,c5fbeefb-86ff-46b9-adb3-c8f4cd4adba1,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,c74a3ed2-40ab-4106-a64f-a221e039b517,,diagnostic,,,topo_30980484d6d7,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,c74f7663-6aa1-4f96-8333-8a2a2129a547,,diagnostic,,,topo_17d840e0415f,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,c7b272cc-11fe-4633-a9e2-de51f80b8451,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,7,5,3,0.0,,,fan_in,10,na,0.428571,c8266f26-e536-4db5-b0d6-382bfd0a91d3,,diagnostic,,,topo_a3f910781fb0,diagnostic
float,3,3,2,6,0.0,,,fan_in,9,na,0.333333,c870a3f6-2c45-4bec-a40b-f74ecd268bec,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,10,5,0,0.0,,,fan_in,10,na,0.45,c8832b6f-c67b-4a49-8e7e-bfe4d6e8a8d8,,diagnostic,,,topo_6c52cad17634,diagnostic
int,2,2,2,15,0.0,,,linear,17,na,0.111111,c89ea41f-51cc-44d0-a095-087c2d39285d,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,c8ae8811-ce45-4165-afd2-65f9720e5c03,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,7,5,4,0.0,,,fan_in,11,na,0.428571,c8d82893-19ba-40ae-bb44-fe06ff67cdcc,,diagnostic,,,topo_cd7f4c91b6f3,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,c8fe1b79-5601-4660-a8ea-16c6fff9c744,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,c922d80c-b8ba-4680-9cbe-dc73c0f6eab3,,diagnostic,,,topo_30980484d6d7,diagnostic
float,6+,6,3,3,0.0,,,fan_in,9,na,0.416667,c9bd9463-a78f-4d8f-83e9-7e5d14f6994b,,diagnostic,,,topo_8c9ca7dddd8f,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,ca30039f-334d-4462-8912-ff7996912bb9,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
bool,2,2,2,15,0.0055,,,linear,17,na,0.5,ca85531d-bc1d-40e8-8769-438c3e886fe2,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,12,7,0,0.0,,,fan_in,10,na,0.458333,cb292a5a-b3fa-4310-b4f8-7532f24792a6,,diagnostic,,,topo_877fd82ed260,diagnostic
list,2,2,2,16,0.0036,,,linear,18,na,0.5,cb993fec-f656-4b15-904b-084c311bd7e2,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,cbc30b4f-03b3-47ff-a914-e801e5717d55,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,4,0.0,,,fan_in,8,na,0.375,cc2a8330-c94f-4949-a2d7-f4bc71c1138c,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,ccb458fa-d81d-49cc-a872-78e6f78891d2,,diagnostic,,,topo_5296967693d8,diagnostic
float,6+,7,4,3,0.0,,,fan_in,10,na,0.428571,ccf24406-7e65-4813-b8a4-64bd142b13e7,,diagnostic,,,topo_db320d0d30c9,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,cd2c11f9-7d61-4b5b-8292-304878bc8f34,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,cd504733-bb25-4995-9fcc-2c786689fd98,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,8,5,2,0.0,,,fan_in,10,na,0.4375,cd6b81c1-5157-4920-93ec-3ed00b01621b,,diagnostic,,,topo_3fc4ea9607be,diagnostic
float,6+,6,4,3,0.0,,,fan_in,9,na,0.416667,cdadfe2d-be7f-4395-8d5c-765e99d0815d,,diagnostic,,,topo_a3a2cea2761d,diagnostic
float,6+,14,7,0,0.0,,,fan_in,10,na,0.464286,cdfc6ae1-e182-443e-b66e-1162b3d38a03,,diagnostic,,,topo_488ca23233c7,diagnostic
