aggregation_arity,branching_score,call_bucket,critical_path_length,depth,edge_density,indegree_hist,linearity_score,max_indegree,max_outdegree,motif,n_calls_with_reference,n_constant_only_calls,n_edges,n_fan_in_nodes,n_fan_out_nodes,n_leaves,n_nodes,n_reused_outputs,n_roots,outdegree_hist,ref_format_counts,reference_density,sample_id,source,tool_names,topology_hash,weakly_connected_components
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_91c17367ae01,train300,fahrenheit_from_celsius|reciprocal_value|remaining_after|compose_reference_code,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_6d5d2df8e87e,train300,reciprocal_value|remaining_after,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_8a92a1d9bda8,train300,sqrt|number_to_text,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_57b5548d9406,train300,divide|sqrt|percentage_value,topo_911586a55488,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_adb3076a4249,train300,proportion_between|grow_by_rate|flip_sign|total_of_three_parts,topo_64b2717a77dd,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_dfa5d83b46bf,train300,km_to_meters|ceiling|sum_two_numbers|product_of_numbers|label_with_unit,topo_7279e5f4b24a,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_83a61f0aa532,train300,multiply|floor_divide|percent_of|multiply|build_tag,topo_7279e5f4b24a,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_1ae91b3255c9,train300,square_value|whole_quotient|decrease_by_percent|sum_of_three,topo_64b2717a77dd,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_535a92504ff3,train300,modulo_of|sum_two_numbers|quotient_of,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.166667,ttdf_27a65d5730a0,train300,central_value|proportion_between,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_7c7e391ab5eb,train300,whole_quotient|is_greater,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_7c2600233dfc,train300,km_to_meters|hours_to_minutes|average_of_two|average_of_two,topo_5b37b75596d2,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_7e3b94e5852d,train300,seconds_from_minutes|proportion_between|midpoint_value,topo_911586a55488,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_27aa7816b261,train300,decrease_by_percent|reminder|ceiling|absolute_difference,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_9da280149954,train300,self_product|scale_quantity,topo_fdeb50f24873,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_f44f7cd5c652,train300,remaining_after|scale_quantity|midpoint_value|split_evenly|flip_sign|shrink_by_rate,topo_02b29308ce2b,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_b0286c035ff7,train300,quotient_of|sqrt|km_to_meters|absolute_difference|build_tag,topo_0c51481d8aeb,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_c60223f1aab8,train300,inverse|multiply,topo_fdeb50f24873,1
3.0,0.166667,6+,4,4,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_49ff06c5abb1,train300,portion_by_rate|leftover_after_grouping|midpoint_value|round_down_whole|dispersion_of_three|whole_number_of,topo_8c144cdbfcfb,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_0969cde120d2,train300,seconds_from_minutes|full_groups_of|scale_quantity|root_extract|gap_between|remaining_after,topo_02b29308ce2b,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_b02ae36ee259,train300,quotient_of|sum_two_numbers|inverse|mean_of_three,topo_64b2717a77dd,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_88e4f6fda445,train300,add|percent_of|average_of_two|multiply,topo_5296967693d8,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_945346f2dc33,train300,shrink_by_rate|scale_quantity|portion_by_rate|compose_reference_code,topo_bd3dd51ec1a9,1
3.0,0.166667,6+,3,3,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_3bbe27d74a4e,train300,inverse|quotient_of|sqrt|quotient_of|increase_by_percent|range_of_three,topo_00ac72c33abd,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_a27ee767b260,train300,inverse|reminder|ratio_of,topo_911586a55488,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_1316b84679bc,train300,km_from_meters|round_up_whole|midpoint_value|per_unit_value|pairwise_product|gap_between,topo_33e36888cf10,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_fc21110cb919,train300,reciprocal_value|shrink_by_rate|reciprocal_value|shrink_by_rate|split_evenly|midpoint_value,topo_33e36888cf10,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_490928952434,train300,split_evenly|flip_sign,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_cfcc0bc5aede,train300,nearest_integer|subtract,topo_fdeb50f24873,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_918a1b8e247c,train300,km_to_meters|average_of_two|absolute_difference|whole_quotient|decrease_by_percent|nearest_integer,topo_02b29308ce2b,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_9ab3dd3108dd,train300,meters_to_km|absolute_difference|ratio_of|average_of_two,topo_30980484d6d7,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_ca94c57fb5b6,train300,round_down_whole|combine_amounts|midpoint_value,topo_911586a55488,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_4536494ea7cc,train300,product_of_numbers|negate|inverse|decrease_by_percent,topo_5296967693d8,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_3bb23ee2abb5,train300,modulo_of|ratio_of|append_to_values,topo_1c8dbe1830b2,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_2069d281661f,train300,gap_between|total_of_pair|leftover_after_grouping|per_unit_value|root_extract|shrink_by_rate,topo_02b29308ce2b,1
2.0,0.142857,6+,6,6,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_2fe2055ebf7a,train300,product_of_numbers|minutes_to_seconds|subtract|subtract|percent_of|ratio_of|quotient_of,topo_4a07cdfdb909,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_e9eafc0422f4,train300,subtract|average_of_two|average_of_two,topo_911586a55488,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_5aa8cec97f8c,train300,round_down_whole|pairwise_product|fahrenheit_from_celsius|leftover_after_grouping|pairwise_product|proportion_between|midpoint_value,topo_9e01698159b0,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_f54696c90839,train300,negate|is_within_range,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.125,ttdf_1383b56ac315,train300,aggregate_total|proportion_between,topo_fdeb50f24873,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_5ea97b9d2894,train300,floor_divide|square_value|inverse|multiply|percentage_value|percentage_value,topo_5cf1a13edea8,1
3.0,0.125,6+,4,4,0.25,"{0: 3, 1: 4, 3: 1}",0.0,3,1,fan_in,5,3,7,1,0,1,8,0,3,"{1: 7, 0: 1}",{0: 7},0.4375,ttdf_c9965f79c448,train300,modulo_of|average_of_two|product_of_numbers|divide|divide|floor|absolute_difference|sum_of_three,topo_5eeac3554b19,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_1691c4ac38d4,train300,km_from_meters|self_product|midpoint_value|annotate_measurement,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_6ef88f415ec8,train300,ceiling|ratio_of,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.25,ttdf_1cc8cb9986f0,train300,absolute_difference|increase_by_percent|scale_values,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_76ae9ab480c4,train300,nearest_integer|product_of_numbers,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_0912a2d9b2db,train300,full_groups_of|minutes_from_hours|portion_by_rate|compose_reference_code,topo_bd3dd51ec1a9,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.222222,ttdf_05e5d3a5124e,train300,product_of_numbers|ratio_of|scale_values,topo_1c8dbe1830b2,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_1497a25303af,train300,average_of_two|subtract|absolute_difference|ratio_of|build_tag,topo_7279e5f4b24a,1
1.0,0.0,6+,7,7,0.285714,"{0: 1, 1: 6}",1.0,1,1,linear,6,1,6,0,0,1,7,0,1,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_e26fa047f4d8,train300,fahrenheit_from_celsius|grow_by_rate|proportion_between|midpoint_value|full_groups_of|shrink_by_rate|grow_by_rate,topo_47316b07929b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_9a9ce195b513,train300,negate|difference_of_numbers,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_7ad3b54cb7ef,train300,hours_to_minutes|sum_two_numbers|subtract|sum_two_numbers,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_14c55897ced2,train300,series_spread|total_of_pair,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_36b57efe7392,train300,gap_between|midpoint_value|proportion_between|gap_between|scale_quantity,topo_d228dd6db98a,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_59367ab6b4d7,train300,km_to_meters|sum_two_numbers|km_to_meters|average_of_two,topo_30980484d6d7,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_42f2393a5eeb,train300,per_unit_value|per_unit_value|portion_by_rate|portion_by_rate|proportion_between,topo_2b041b861492,1
3.0,0.142857,6+,4,4,0.285714,"{0: 3, 1: 3, 3: 1}",0.0,3,1,fan_in,4,3,6,1,0,1,7,0,3,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_31c2cfd49449,train300,self_product|midpoint_value|combine_amounts|portion_by_rate|flip_sign|dispersion_of_three|whole_number_of,topo_cff8eb87d925,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_65a3039cd6ed,train300,whole_number_of|gap_between|shrink_by_rate,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_3d662a8b3d5d,train300,celsius_to_fahrenheit|average_of_two|inverse|absolute_difference,topo_30980484d6d7,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_c6bcd1f43a83,train300,average_of_two|percentage_value|average_of_two,topo_911586a55488,1
3.0,0.166667,6+,4,4,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_72d564577ea1,train300,per_unit_value|reduce_amount|gap_between|gap_between|dispersion_of_three|whole_number_of,topo_8c144cdbfcfb,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_0313a502dad3,train300,celsius_to_fahrenheit|difference_of_numbers|add|sqrt|reminder,topo_d228dd6db98a,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_b2b56b137c8b,train300,product_of_numbers|increase_by_percent|nearest_integer|add,topo_30980484d6d7,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_5aab74ea6a97,train300,celsius_from_fahrenheit|leftover_after_grouping|proportion_between|shrink_by_rate|per_unit_value|total_of_pair,topo_02b29308ce2b,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_4f4cfd571d97,train300,whole_number_of|grow_by_rate|combine_amounts,topo_1c8dbe1830b2,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_b83412597b54,train300,negate|average_of_two|negate|sum_of_three,topo_64b2717a77dd,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_51827948d322,train300,aggregate_total|shrink_by_rate,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_4202fca7f96c,train300,leftover_after_grouping|remaining_after|portion_by_rate|leftover_after_grouping|split_evenly,topo_d228dd6db98a,1
2.0,0.142857,6+,4,4,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_022175aa5072,train300,quotient_of|increase_by_percent|ratio_of|absolute_difference|negate|average_of_two|subtract,topo_63f405a71afa,1
2.0,0.142857,6+,6,6,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_9c6752ff7b15,train300,midpoint_value|proportion_between|per_unit_value|pairwise_product|remaining_after|fahrenheit_from_celsius|portion_by_rate,topo_e5fe9f153cd3,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.2,ttdf_679788a6eb45,train300,ratio_of|product_of_numbers|scale_values,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_90db64712927,train300,add|number_to_text,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_ca9108b44831,train300,average_of_two|whole_quotient|percent_of,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_3a37de07c8f3,train300,celsius_from_fahrenheit|round_down_whole,topo_fdeb50f24873,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_dcb87329f6b3,train300,round_down_whole|grow_by_rate|whole_number_of|proportion_between|shrink_by_rate|gap_between,topo_2b9a65f092bb,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_3ec78e041369,train300,sqrt|difference_of_numbers,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_47d6bafc289b,train300,increase_by_percent|reminder|absolute_difference,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_83ebd07be4f3,train300,scale_quantity|self_product|total_of_pair,topo_911586a55488,1
3.0,0.2,5,3,3,0.4,"{0: 3, 1: 1, 3: 1}",0.0,3,1,fan_in,2,3,4,1,0,1,5,0,3,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_363162f7a59a,train300,average_of_two|add|percent_of|square_value|range_of_three,topo_926c72bac680,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_4567fb432b15,train300,km_to_meters|ratio_of|multiply,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_19f08919b197,train300,seconds_from_minutes|gap_between|proportion_between,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_451069ca1428,train300,subtract|is_divisible_by,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.2,ttdf_72456fbaceec,train300,central_value|split_evenly,topo_fdeb50f24873,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.625,ttdf_c918ff392065,train300,hours_to_minutes|absolute_difference|sqrt|absolute_difference|sqrt|nearest_integer,topo_02b29308ce2b,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_30262ae3333d,train300,reminder|square_value|sqrt|increase_by_percent|reminder|product_of_numbers|absolute_difference,topo_9e01698159b0,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_1691d81231be,train300,seconds_to_full_minutes|increase_by_percent|absolute_difference,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_2e2717475c74,train300,rank_of_peak|full_groups_of,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_6fd76deaf2ef,train300,reciprocal_value|root_extract,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_147d31b4dfa6,train300,fahrenheit_from_celsius|flip_sign,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.1,ttdf_f819339eabcf,train300,range_of_values|append_to_values,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_11e60195255a,train300,rank_of_peak|per_unit_value,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_b58eafc1260c,train300,decrease_by_percent|floor|increase_by_percent|absolute_difference,topo_30980484d6d7,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_d4145b9444ed,train300,quotient_of|sqrt|sum_two_numbers,topo_911586a55488,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_3cd519865c59,train300,proportion_between|total_of_pair|total_of_pair|trim_precision|shrink_by_rate|scale_quantity,topo_02b29308ce2b,1
